Date,Open,High,Low,Close,Adj Close,Volume
2024-04-01,783.000000,783.000000,769.000000,770.000000,770.000000,21041261
2024-04-02,784.000000,790.000000,783.000000,790.000000,790.000000,37974481
2024-04-03,783.000000,785.000000,778.000000,780.000000,780.000000,30890544
2024-04-08,789.000000,792.000000,783.000000,783.000000,783.000000,32202226
2024-04-09,795.000000,820.000000,792.000000,819.000000,819.000000,56857731
2024-04-10,815.000000,819.000000,810.000000,815.000000,815.000000,27480849
2024-04-11,811.000000,820.000000,811.000000,820.000000,820.000000,25200651
2024-04-12,823.000000,826.000000,817.000000,818.000000,818.000000,31508936
2024-04-15,804.000000,812.000000,803.000000,806.000000,806.000000,38913470
2024-04-16,802.000000,803.000000,785.000000,788.000000,788.000000,49508969
2024-04-17,798.000000,808.000000,793.000000,804.000000,804.000000,34472074
2024-04-18,796.000000,810.000000,792.000000,804.000000,804.000000,43598591
2024-04-19,769.000000,770.000000,746.000000,750.000000,750.000000,130968654
2024-04-22,740.000000,757.000000,740.000000,742.000000,742.000000,46540798
2024-04-23,761.000000,761.000000,752.000000,754.000000,754.000000,30423647
2024-04-24,770.000000,785.000000,769.000000,783.000000,783.000000,39457128
2024-04-25,770.000000,774.000000,765.000000,766.000000,766.000000,28534926
2024-04-26,788.000000,789.000000,782.000000,782.000000,782.000000,32571247
2024-04-29,790.000000,795.000000,787.000000,795.000000,795.000000,26765837
2024-04-30,797.000000,802.000000,790.000000,790.000000,790.000000,39051972
2024-05-02,789.000000,789.000000,772.000000,772.000000,772.000000,40527228
2024-05-03,788.000000,788.000000,773.000000,780.000000,780.000000,29901556
2024-05-06,791.000000,793.000000,786.000000,786.000000,786.000000,32599878
2024-05-07,797.000000,800.000000,792.000000,800.000000,800.000000,33890214
2024-05-08,794.000000,802.000000,792.000000,802.000000,802.000000,21757193
2024-05-09,798.000000,802.000000,796.000000,796.000000,796.000000,21923999
2024-05-10,803.000000,807.000000,798.000000,802.000000,802.000000,25101318
2024-05-13,823.000000,825.000000,818.000000,819.000000,819.000000,34812619
2024-05-14,816.000000,825.000000,811.000000,825.000000,825.000000,28691846
2024-05-15,838.000000,844.000000,837.000000,839.000000,839.000000,39467772
2024-05-16,852.000000,856.000000,837.000000,841.000000,841.000000,43927195
2024-05-17,848.000000,848.000000,834.000000,835.000000,835.000000,26207289
2024-05-20,834.000000,838.000000,822.000000,835.000000,835.000000,28808661
2024-05-21,830.000000,841.000000,830.000000,841.000000,841.000000,19705349
2024-05-22,845.000000,865.000000,843.000000,864.000000,864.000000,36628342
2024-05-23,875.000000,877.000000,867.000000,875.000000,875.000000,37266618
2024-05-24,858.000000,872.000000,858.000000,867.000000,867.000000,34136382
2024-05-27,872.000000,878.000000,866.000000,869.000000,869.000000,26726954
